WKT,
"MULTIPOLYGON (((35.371625975655 0.860583581859501,35.3699517819274 0.856728295945288,35.3672629253337 0.85500356151671,35.3687341864895 0.848155343652579,35.3739597002442 0.841662207374455,35.3755831608277 0.84298112655793,35.3733509025252 0.848256798820955,35.3754309613983 0.853025188717424,35.371625975655 0.860583581859501)))"
